Gene Symbol,WT_exp1,WT_exp2,WT_exp3,L166P_exp1,L166P_exp2,L166P_exp3,L166P_exp4,L166P_exp5,L166P_exp6
LLGL2,2.246330139,2.156431074,1.693198421,23.59836015,20.40745905,11.46047139,9.229532338,15.43351522,3.774702212
LLPH,5.779515056,5.627883422,5.395090876,10.82285543,18.51611573,13.25276948,11.18880416,12.10275734,7.314208505
LMAN1,5.402436432,5.038278809,4.812979884,10.24715633,14.23807506,12.4590803,14.66525753,18.17413998,4.962595678
LMAN2,15.34641623,9.935269479,17.39710211,5.914421384,4.02228766,7.067459192,6.824224136,5.361192073,18.13162774
LMAN2L,12.60427773,9.894764447,12.34007666,6.674230514,5.626875412,8.431212133,8.971042132,11.05681264,14.40070833
LMBRD2,6.109856566,5.132354895,4.302571339,14.30345351,14.42924324,8.534856403,12.35332028,16.33721719,8.497126582
LMCD1,1.865169868,1.803605959,1.75309095,15.78895566,18.72778061,11.27972039,13.11723889,11.76756712,13.89687055
LMF1,8.03685699,9.436417722,8.770170828,12.70371293,12.65148948,8.134036338,10.18983372,13.02398209,7.053499911
LMF2,9.303587178,9.465908622,10.9234054,13.30733455,9.937569087,6.010696867,8.13152131,11.6077743,11.31220268
LMNA,13.44466438,12.56619434,10.02604088,9.21535129,11.5737882,10.73253895,7.740526656,9.179826034,5.521069274
LMNB1,19.33982393,18.22254589,11.4930951,8.496581613,10.11424992,8.554030297,5.335491365,5.019799247,3.424382633
LMNB2,13.77774842,10.70465124,7.924002635,10.17271851,12.7905314,11.65593805,8.977408614,8.237099039,5.759902096
LMO7,2.515530426,2.355156564,2.183540122,14.74478481,21.42745274,12.36447926,13.04089663,13.73218072,7.635978732
LMOD1,3.722691253,4.25760644,4.7849625,18.79709439,22.16780689,7.941709111,7.99895309,14.45104031,5.878136021
LMTK2,8.803646363,10.7267527,9.407415982,14.18388345,14.89773948,7.637324097,8.924731833,9.253116148,6.165389948
LMX1B,2.55005183,2.542135711,2.63553687,8.701998329,9.290728248,11.16980363,14.72392978,33.78125199,4.604563614
LNPEP,6.83233448,9.250944666,17.70523784,8.090984595,7.693803561,6.472512101,6.992809819,7.220409316,19.74096362
LNPK,9.690696097,10.51472499,12.82077334,8.458775463,8.30130622,7.801607688,8.89371429,10.19541913,13.32298279
LONP1,13.69842114,14.12219712,13.66382711,4.915762431,5.424258612,8.495094288,7.884116578,5.983408808,15.81291391
LONP2,10.71578236,11.14178202,11.65066498,9.849132431,8.651997425,8.702175054,9.143826862,9.143449069,11.00118979
LOX,3.690501128,3.643059502,2.197615428,15.50665557,12.62278328,9.205936848,13.93065818,18.68401117,10.51877889
LOXL1,5.647755877,5.239040718,4.34184875,15.29363772,13.38642017,10.36865051,12.49619843,15.81832754,7.408120285
LOXL2,7.832430397,7.023644877,7.528811396,10.75422443,13.01403255,11.39183029,13.09954038,7.533666743,11.82181893
LOXL3,6.272117956,6.982583439,6.961488513,12.05484856,10.49548578,9.435693204,13.91217866,14.99626645,8.889337434
LOXL4,2.512513473,3.580872523,3.602963087,18.98922925,21.07834057,10.11087786,10.08828852,11.82770188,8.209212835
LPAR1,17.66196299,18.9890481,26.8053961,4.798235949,2.994899896,3.600454565,4.276767132,5.70720559,5.166029675
LPCAT1,6.838286849,7.80293569,9.152390589,12.25748104,8.316644372,8.771052093,10.56651348,9.118854291,17.1758416
LPCAT2,2.774238173,2.759607303,2.57253688,20.07694114,15.12089092,9.766970722,8.94271111,12.69219328,15.29391047
LPCAT3,7.678907577,9.886994882,32.82573578,4.542326806,3.800430032,5.699249009,6.775537106,9.419537319,9.371281493
LPCAT4,7.860527761,7.919173636,9.932120718,10.70512132,8.008440491,8.419452294,9.788445003,11.8326532,15.53406558
LPGAT1,12.46372079,12.19311835,10.95434822,7.033441522,7.195872128,10.7044835,8.500284957,7.183716577,13.77101396
LPIN1,8.043701922,8.904077129,8.722810565,14.06222077,15.36462824,9.211532189,9.171634434,10.16830847,6.351086286
LPIN3,2.469473329,2.173152633,2.099035653,19.73943329,14.89262852,9.658101465,15.01300487,18.34745875,5.607711485
LPP,5.158420124,4.941137829,5.02624442,15.84270149,15.541416,10.16421461,11.17406954,13.44609228,8.705703709
LRATD2,1.771990331,1.83727443,1.433289284,17.92006983,17.7180862,12.66078476,12.76327721,16.99676288,6.89846507
LRBA,6.981084762,7.546544243,7.679590391,10.72468777,10.31176774,12.57707021,12.38882011,12.35639081,9.434043967
LRCH1,7.346882722,8.208286194,10.10008745,14.17314233,10.74555986,7.724835421,9.735292796,13.4099111,8.556002124
LRCH2,6.817667976,5.330162178,3.388600812,14.03160253,10.90644591,10.19095452,12.10870664,19.92884036,7.297019076
LRCH3,4.269841802,4.154082495,3.953797531,16.85993576,14.42325502,13.25512734,13.42174483,15.2452899,4.416925319
LRCH4,5.611677032,5.4822821,3.086838603,22.31960416,14.83620169,9.034757725,10.82221761,14.10765494,4.698766142
LRIF1,9.764943616,9.377590647,6.635738911,10.13438404,12.35243622,11.51032774,9.821765989,8.682462189,11.72035065
LRIG1,11.48641103,11.69814286,13.83610389,9.569110023,10.83128547,8.217197686,6.470476706,5.899900992,11.99137134
LRIG2,9.481395044,9.085095007,5.794231283,14.19779181,12.68005712,9.328105523,10.74536299,14.32043946,4.367521756
LRIG3,17.82817442,17.41566696,19.34746271,5.98100867,4.711847623,6.109357114,6.331484445,6.545973863,5.729024201
LRP1,17.50973404,15.43454201,14.93656863,7.191170102,6.742670625,6.117235898,7.257494803,6.891834821,7.918749072
LRP10,5.294329361,5.321768928,4.841577519,12.10873573,12.34424191,14.15793152,10.82883012,9.858294263,15.24429064
LRP11,6.78874237,7.081296384,5.265995025,15.95281473,14.65856869,10.70349052,10.85855175,14.10208808,4.588452452
LRP12,1.661516769,2.231600047,1.898780377,26.16902952,20.86601928,7.744266839,10.91091256,14.1919244,4.325950204
LRP1B,18.93670233,19.53630313,14.48778572,4.457746531,6.220039667,6.148493066,6.544433463,5.482541915,8.185954178
LRP4,18.51695197,18.10413874,19.86902972,2.09788857,2.886954943,4.683708183,6.951498096,8.734819506,8.155010267
LRP5,11.3518209,6.184473409,6.00512978,10.14863593,8.588610305,13.83256894,13.68095586,11.201424,9.006380885
LRP6,3.350310826,3.463419992,4.710837642,16.44797492,10.67942784,12.06660698,13.73251245,19.35509114,6.193818222
LRPAP1,9.25390564,8.978439874,15.36700262,8.508296426,13.3991965,8.159682714,9.908748213,9.115438341,7.309289677
LRPPRC,12.13021859,12.99304168,15.86337787,4.742119549,4.99687923,8.10909233,7.340629655,6.002732238,17.82190886
LRRC1,8.407696031,8.600345017,7.872983038,13.30651056,13.39856505,9.91009063,11.06399482,12.25599535,5.18381951
LRRC14,10.18776202,11.71565363,12.36300937,11.19809956,8.422567358,7.210703443,8.330119614,8.797737792,11.77434721
LRRC20,7.663679575,7.847368836,7.92734521,11.09929147,11.27155411,10.06357916,11.91747486,12.47720792,9.732498851
LRRC40,10.50696796,11.23143831,11.70524851,8.878545741,7.638747373,9.503377826,9.092604544,8.790648032,12.6524217
LRRC41,7.297356776,7.90361955,6.972138219,19.86202617,14.22219511,8.483992689,7.406896119,9.552654788,8.299120573
LRRC42,11.62481078,14.18970342,15.03443301,7.220272869,6.616770835,7.469240685,6.914055533,10.62113527,10.3095776
LRRC47,8.871473299,8.635485371,8.527700587,8.10598986,9.595283407,12.96476754,12.37058141,11.21213707,9.716581468
LRRC57,8.711509235,8.807852399,10.17516134,12.36982957,12.30730618,12.40234147,10.73062645,7.718062296,6.777311059
LRRC58,3.099122972,3.551661718,4.992482712,16.16327167,11.2097998,8.334615963,9.311915201,13.58356547,19.7535645
LRRC59,15.14317404,13.46717882,10.03431702,5.34842502,11.57935036,9.232752128,7.524452069,7.222284481,10.44806606
LRRC8A,8.609753007,9.201559569,10.44559773,13.31326318,11.62894034,9.16363495,9.144830755,9.940826562,8.551593902
LRRC8C,15.03812337,16.06316244,27.30115448,4.833257861,3.70642647,4.501964293,6.601024494,7.922375001,4.032511589
LRRC8D,1.640918279,2.429491852,3.101546487,3.455260342,2.425666591,16.04894179,22.218922,33.2202453,5.459007354
LRRC8E,11.29634408,11.62807541,11.75658847,7.592778333,7.233759076,8.830819475,8.243287195,7.479650375,15.93869759
LRRFIP1,5.88878149,6.214152181,7.261926521,13.07401613,13.05811647,9.013791489,10.9201131,12.97442079,11.59468183
LRRFIP2,5.514919911,4.809665993,2.718866755,13.8421912,13.80711934,12.55478797,14.41506522,16.77204924,5.565334378
LRRN1,1.158243048,1.127991173,0.749233495,17.92620775,21.82284347,15.32990223,9.445306335,8.756575148,13.68369735
LRSAM1,5.582220439,5.125667232,4.526032701,12.92977019,13.4117413,15.84540231,14.23478971,12.25405626,6.090319864
LRWD1,11.19650184,11.47643112,13.27390495,10.399232,8.629818933,10.29506083,8.5005151,9.453304226,6.775231006
LSAMP,25.95493852,24.55722761,18.22954047,1.858128406,2.241519569,4.412288789,5.860153254,2.312079011,4.574124372
LSG1,12.79632509,13.45177194,13.00052019,5.503114664,6.217130879,10.48156334,8.816681425,4.854383296,14.87850917
LSM1,9.867352424,11.55228662,14.27888894,9.881772704,8.48600182,7.804325301,9.244311645,10.47477671,8.410283831
LSM12,4.310007697,4.461319235,5.983629914,15.93779379,16.26289326,10.87711697,12.44706755,14.7776182,4.942553382
LSM14A,9.333128511,8.029742129,6.868545969,15.83077872,15.6646185,9.896327682,8.895053423,9.675876724,5.805928344
LSM14B,6.179197127,6.054109546,10.32740076,17.15760016,16.21180026,8.009919103,9.390972716,11.9304818,4.73851853
LSM2,7.749123728,6.149365602,11.63666057,10.7819286,10.07296909,15.42906832,12.72988696,11.51881441,3.932182712
LSM3,3.311374366,3.232483886,2.806749423,23.22601596,19.81871578,7.66635139,9.484655568,17.52757239,2.926081237
LSM4,13.23618929,15.87283539,18.66476741,5.097452509,6.246692582,10.07717406,6.095694543,4.451615496,10.25757871
LSM5,6.31035803,4.96456174,4.129759675,19.18765083,15.88376767,8.74971755,10.74068838,14.73869976,5.294796365
LSM6,17.95075083,17.86678238,13.88738997,4.136756763,5.416142172,7.493784662,6.090251167,4.6518761,12.50626595
LSM7,9.408092497,8.797069261,7.962408945,7.613330183,14.08577885,16.56020536,10.99996693,8.749332008,5.823815974
LSM8,15.1782575,15.80612495,16.12989358,6.67277669,7.209108665,5.461414085,6.220900984,7.000612835,10.3209107
LSS,11.07966161,12.6096412,10.86186383,12.63537669,10.59622751,7.362847998,6.745269665,7.225987466,10.88312403
LTA4H,11.19943878,12.3041893,13.49630415,3.813957212,4.173915472,8.595039822,7.559868006,5.032400554,23.8248867
LTBP1,8.112688738,8.411846926,7.949432453,6.739516633,6.968729874,11.34048634,16.17920758,13.10885127,11.18924018
LTBP2,1.293581484,1.290889981,1.277346945,21.64685133,20.62886848,7.626290167,11.78539522,19.7886185,4.662157901
LTBP3,9.351467323,10.89044477,11.88759088,12.76793454,13.76770068,7.491563383,8.161091795,12.02414284,3.658063793
LTBP4,6.090859129,7.140507403,9.026233844,12.01864926,7.69163715,7.682374431,12.79447972,17.17647132,10.37878774
LTN1,12.64860961,16.20704944,22.94918195,5.516580554,3.696292687,4.31949566,5.239912653,6.457826947,12.9650505
LTO1,9.645829598,11.47633328,9.601294103,11.61606053,9.585722833,9.298787301,8.315628348,8.670061329,11.79028268
LTV1,4.840541649,5.553170678,4.182796972,19.01810747,15.23640801,11.41517985,9.583605952,11.82546395,8.344725473
LUC7L,7.135119016,7.040639918,6.076501296,17.43195171,13.96805233,8.849939122,9.221101753,13.51166576,6.765029098
LUC7L2,14.32962139,11.30282188,6.967296141,11.18831526,10.77564181,11.09391843,8.924790212,9.434122788,5.983472099
LUC7L3,18.22315097,19.231883,18.20626865,2.637765664,4.832813232,8.16495933,5.544562317,3.508501011,9.650095818
LUM,16.97616895,19.46040296,20.12767792,4.483075129,4.617193694,5.561934793,6.820778361,7.462839828,4.489928357
LURAP1L,1.796456756,1.774905526,1.777967762,21.59772039,16.58555507,8.892237015,11.63182408,21.35395487,4.589378536
LUZP1,4.860190483,4.659763379,4.113938684,13.74025646,17.33217131,11.15110512,12.79937805,14.34474294,6.998453581
LXN,6.762528636,6.058353316,6.817678798,7.211298587,9.408294618,12.23473003,17.93859728,12.32461145,11.24390729
LY75,9.329997641,16.14365166,20.43865689,4.702161431,6.502726609,7.567265225,9.482360714,11.26226749,4.570912344
LYAR,18.49371219,20.01326579,29.17287623,1.931997005,2.311957917,2.92420566,3.375463276,4.002224147,7.77429778
LYN,14.11628819,13.06367294,13.16365729,6.327722781,4.478146345,7.396886855,9.682985026,9.92907776,11.84156282
LYPLA1,17.62778043,14.23913697,15.27263282,0.594940054,2.211485536,8.009842616,6.055699884,2.152142604,23.83633909
LYPLA2,13.92763839,14.21817945,12.1970202,2.516848265,4.482630825,8.014824798,6.777223455,3.575994787,24.28963983
LYPLAL1,16.37019817,19.0695375,19.44964594,0.2956404,1.062674076,3.675984872,4.628053179,3.154641219,22.29362465
LYRM2,1.252168549,1.194912185,1.008479589,12.54182683,15.6395924,24.99133727,18.16759191,14.31987709,0.884214175
LYRM4,10.58691629,12.21350529,14.44127722,5.6560441,8.86363879,6.57769591,7.468282024,5.668981908,18.52365847
LYRM7,8.597762665,6.921874857,5.056260116,9.321722353,12.15891397,13.64936161,15.90311338,10.35250156,8.038489488
LYRM9,9.536445259,7.955687241,7.566441806,8.992562776,12.2298425,12.39133038,12.83417498,9.819908521,8.673606538
LYSMD1,4.36984195,3.884229157,3.025839014,19.60072529,19.73963263,8.868523457,12.66235238,13.64171118,4.207144945
LYSMD2,1.250159534,1.193007467,1.258422274,20.06391757,16.2724419,10.66579731,13.09456689,21.71221803,4.489469029
LYSMD3,9.803268977,8.828882732,8.086163894,7.524477455,8.488059858,11.28266532,13.03014118,8.534652489,14.42168809
LYST,11.18606082,9.81580193,9.290394748,10.23426484,10.11677294,8.188369414,9.076289923,10.68226258,11.40978281
LZIC,18.84216787,16.33238081,15.82090584,5.973944927,5.587341696,4.666342558,5.791474396,4.426071414,12.55937048
LZTFL1,7.009925795,7.006280207,7.413314536,9.475109703,14.63810305,11.97481123,13.60107427,11.02373895,7.857642263
LZTR1,8.688906777,10.5718009,12.31627365,10.08046101,7.711319542,7.504825019,8.499112844,9.929240361,14.6980599
LZTS1,7.20333775,4.161244688,12.81403569,12.8946611,14.00073786,10.02280131,9.745327884,10.13003363,9.027820089
LZTS2,7.613489526,8.372950704,10.77741711,11.45879123,10.85461552,10.11740538,10.47743692,12.68130969,7.64658391
LZTS3,2.308865044,2.336340799,1.515839515,19.81519044,17.79246961,9.650746608,14.55500289,16.91156647,5.113978614
M6PR,6.77930158,6.79344282,4.331888021,14.60026134,13.12233894,10.09678404,10.03273012,15.00309612,9.240157029
MACF1,4.968026684,4.987373339,4.666475177,11.35102467,11.86151353,14.50755431,11.12378385,9.504875874,17.02937257
MACIR,5.711810795,5.380292204,6.148831758,15.95995309,14.43986265,9.847776977,10.25374048,14.91831469,7.33941736
MACO1,6.926248251,7.336491405,9.680536299,8.916333126,14.67380269,11.70902773,11.82577756,11.09689807,7.834884876
MACROD1,16.0201857,13.6768655,12.4470503,7.804122191,7.631459907,8.888689838,8.997522681,8.239201907,6.294901976
MACROH2A1,15.84118899,14.31283302,18.73802029,3.825005058,7.327218083,10.42038907,7.57758356,5.535938529,6.421823396
MACROH2A2,19.9068282,18.41175864,16.66918362,2.092800064,7.139422433,8.712052435,5.15745635,4.010300291,7.900197971
MAD1L1,10.73684016,9.832115038,8.710097669,10.76562995,11.4435812,11.87612877,10.70920158,10.18516353,5.741242107
MAD2L1,15.00549448,15.4094558,17.70723542,6.454409813,5.069135563,9.7724365,6.513654694,6.809333732,7.258843994
MAD2L1BP,5.856209201,11.74313878,45.6811964,2.93183157,1.837961569,2.108096789,1.689844698,2.641101052,15.51061994
MADD,11.9407124,11.86429534,11.61518831,8.915854903,8.098098212,9.362732509,9.064071901,9.306035434,9.83301098
MAEA,12.56618618,12.75731474,18.95491393,5.827826122,5.996099839,8.818130657,7.180983944,5.555467751,12.34307685
MAF,21.11281679,19.25455305,23.20258931,3.033497326,2.61915425,4.427438508,6.062523321,7.043071828,3.244355617
MAF1,7.752910516,6.775507862,8.572509246,16.53407705,9.391047745,6.236898983,9.1784743,19.1354443,6.42312999
MAFF,31.0570084,30.74255375,16.73997032,1.500316724,1.229957758,1.103720362,2.537037315,3.964685992,1.124749375
MAFG,4.905081905,5.537904063,3.841458667,15.99683092,18.53754109,13.56077258,10.51202829,11.37062761,5.737754885
MAGED1,15.13570965,14.87292082,18.23224905,4.973355552,4.971491883,7.424876621,6.826320767,6.522736062,11.04033959
MAGED2,10.78619784,8.736099639,14.18969931,10.3499933,9.155404336,8.492797228,8.470878549,8.430315073,11.38861472
MAGED4,12.89737889,14.07175477,17.35571635,9.458864029,9.63919474,6.249858651,6.440514617,8.26165594,5.625062007
MAGI1,8.514051639,7.990851545,8.023732404,12.78599539,11.33980233,9.453251628,10.76153413,12.84253412,8.288246813
MAGI2,5.612879447,4.793077583,4.665984323,16.99147039,18.83542031,9.869962654,11.05642975,12.98650867,5.188266875
MAGI3,10.28662928,10.3141746,11.25964996,7.342280928,7.953579695,11.99423344,8.982418769,6.698867761,15.16816556
MAGOHB,11.68245351,10.95974481,9.420122989,12.41924512,11.55805173,11.75034869,8.927219672,7.741389519,5.541423954
MAGT1,11.00196043,11.02618347,10.76496358,7.532955089,10.05122574,12.07579208,8.523462268,4.976067533,14.04738981
MAIP1,4.961963638,6.334777984,7.046412153,16.63284383,18.06526633,10.82913542,10.23774865,11.97096756,3.920884434
MAK16,4.384879324,3.751289242,3.52733634,11.77888309,11.41326132,17.42313109,16.21027022,16.35608036,5.154869013
MALT1,6.12743629,5.623509036,5.287541611,16.7791262,13.88864419,10.46271396,11.06129876,14.26821982,6.501510139
MAMLD1,1.927635237,1.775512519,1.974684294,25.51452074,17.9348007,10.60395016,9.842825733,17.08430115,3.341769476
MAN1A1,17.49179362,17.62955173,19.50563071,3.146945971,3.13329753,6.087914641,6.843723661,5.249130592,10.91201155
MAN1A2,14.11292478,16.09682926,16.88861384,3.214374412,4.077734479,8.384727269,7.085951212,6.426759184,13.71208557
MAN1B1,14.50859968,11.30165855,9.727118894,6.968297788,6.144899013,7.044897316,7.136658969,6.743448652,20.42442114
MAN2A1,11.83073155,13.90974255,15.71274859,6.126630122,4.558067399,5.418607389,6.742125191,7.596993173,18.10435404
MAN2A2,8.204743593,10.54928123,12.10341869,9.940520161,8.36794955,8.248282974,8.864421395,10.22656171,13.4948207
MAN2B1,8.1804446,8.596246002,7.621035558,13.12784299,11.85272331,8.327626068,9.769126189,13.6009159,8.924039378
MAN2B2,7.607859063,6.60900803,7.057477509,12.44851331,11.03732421,11.08064647,11.5572433,11.19459301,11.40733509
MAN2C1,12.20312529,15.18537049,19.37546688,8.067459913,6.483633072,4.773580714,6.866542621,8.45161867,8.593202354
MANBA,15.19580486,1.50366794,16.64630418,7.082777383,6.385646801,12.23339533,10.39243375,4.373259277,16.18671048
MANEA,8.274777394,9.901934439,10.66163568,11.82907398,10.18144417,9.159228234,10.54589673,13.36104988,6.084959485
MANF,15.56968868,16.77580993,9.965829808,4.693307973,12.42501785,6.151151027,7.564786743,6.321636921,10.53277106
MAOA,8.487773311,7.678890124,6.516189183,7.495295928,6.480505093,9.964930379,10.19392255,11.22056275,21.96193068
MAP1A,7.807551692,6.948567474,7.319191974,6.834239177,10.96564611,10.92008813,13.58641663,13.41876823,12.19953059
MAP1B,14.07134323,12.78106292,12.87446631,5.264045503,7.120270745,10.01729884,8.21078358,8.371699765,11.2890291
MAP1LC3A,8.966517441,10.95574687,14.52713941,8.043431921,6.723989712,6.79769976,8.516093364,11.54805302,13.9213285
MAP1LC3B2,6.013782918,5.664704826,7.100258709,16.52891041,11.38604888,8.368396238,10.07582697,15.65270081,9.20937023
MAP1S,7.563226636,7.682823345,9.500430373,10.75511188,10.42362351,8.798694515,10.85342675,13.24909648,11.17356651
MAP2,6.1346195,6.365505958,6.234149015,16.84446077,16.40485925,9.889950304,10.09500388,14.45404079,3.577410538
MAP2K1,11.26146811,11.5682886,12.97033871,5.324402733,6.134941156,11.25398362,11.14612496,7.11493674,13.22551536
MAP2K2,9.284638448,9.869785819,10.89882741,8.451817277,7.801799534,10.62922229,10.87937869,8.501364612,13.68316592
MAP2K3,6.672830713,7.194930792,7.333078278,16.00428437,11.41330495,7.413189597,9.812252952,11.65679017,12.49933818
MAP2K4,15.15631312,6.884610159,5.064474662,9.719721794,10.07079247,12.30065235,9.781105513,9.26278811,11.75954182
MAP2K6,20.13611337,20.55897773,17.51485598,3.224355121,4.820212205,6.463260617,5.535368609,7.056723918,4.690132453
MAP2K7,11.19764865,13.61442337,13.56726897,5.204160171,5.475313284,8.847747027,9.701186642,8.670985774,13.72126611
MAP3K11,6.20403001,6.941329977,9.078046687,15.31323265,11.71253688,8.483488118,10.56292464,14.94454842,6.75986262
MAP3K2,5.175231983,4.726852676,2.235892206,20.14049154,20.72354814,9.476020437,10.38859449,13.6164409,3.51692763
MAP3K20,5.561861828,5.276693931,5.589429922,14.39358745,13.71779904,11.64470513,12.97444746,13.39693546,7.444539777
MAP3K3,12.69941903,10.36954107,9.599510092,5.919073347,8.31455979,13.1251894,11.48185272,7.43641399,11.05444055
MAP3K4,14.24191114,14.63224338,16.73745842,5.066488504,4.781754434,7.135207809,7.340160403,6.973879963,13.09089596
MAP3K5,3.658775353,3.708196425,3.16900645,17.94112639,13.11348157,13.91725978,11.97170611,16.7489276,5.771520322
MAP3K6,10.68685226,12.36785128,13.96866215,7.505188134,10.02943681,9.965677301,9.109799552,6.483053829,9.883478672
MAP3K7,5.09367524,5.355192391,5.273414886,14.28690516,12.86678573,9.628998012,11.75798808,20.68061992,5.056420583
MAP3K7CL,0.430274108,0.478570821,0.328388731,24.14779428,23.06347562,6.990650925,14.4664974,12.85694623,7.23740189
MAP4,6.670450552,4.764833729,4.017176532,17.27020353,13.89297558,8.6821251,12.18583575,17.24775731,5.26864192
MAP4K2,10.83814816,11.01316811,10.13130482,7.050043845,6.820193209,11.51603872,11.58055197,11.50442918,9.546121974
MAP4K3,6.126492678,5.596711909,4.965951775,14.06989773,12.26936646,12.15678825,13.62544296,13.96042432,7.228923913
MAP4K4,9.036079568,10.02601809,9.252654191,11.66220566,12.09236009,10.73236938,10.20424158,9.698904215,7.295167219
MAP4K5,8.245826864,7.989152846,9.209995753,9.817868677,8.857172089,12.84541885,12.09204952,10.92303461,10.01948079
MAP6,3.49933469,6.087413692,4.306413436,13.52738807,16.2594159,15.5892598,12.10100092,11.79925994,6.830513554
MAP7,2.139704755,1.904854341,2.171338912,16.99269896,17.94050165,10.959366,15.29622743,16.36464547,6.230662481
MAP7D1,4.424519446,4.13213209,3.569235337,15.04084809,16.37052864,11.11825823,12.38780503,12.28168752,10.67498561
MAP7D3,4.132773839,4.267310166,4.111987391,17.43261785,17.76694142,10.57936735,11.58969037,14.35935062,5.759960982
MAP9,3.866465027,3.214255769,3.140713922,19.75340902,16.18730982,10.30650526,12.58088841,16.75402793,4.196424832
MAPK1,8.571545694,6.830077774,6.539741874,12.28797486,9.952542867,11.53845351,11.5221355,12.99706373,9.760464192
MAPK11,2.551008038,2.360808682,1.827127383,24.89561115,17.03815069,9.633414061,10.52264677,16.11796868,5.053264551
MAPK12,4.385032351,4.256078665,3.552599135,14.42655456,10.05650203,11.57750745,12.9234503,20.27705271,8.545222803
MAPK13,1.853296824,1.610680404,1.90791703,8.815912918,10.27763501,17.93324476,20.33727346,12.83219944,14.43184016
MAPK14,10.80185393,13.68593506,26.89495605,2.738021875,2.559515366,2.361091504,3.975198816,5.253027069,21.73040032
MAPK3,6.288064642,6.206597878,8.269496898,12.60989576,11.30509059,8.970213718,12.82019324,17.10507478,6.425372494
MAPK7,9.063369691,8.70094549,8.348756666,12.96626589,11.38959466,8.469102348,10.40636155,13.11947348,7.536130231
MAPK8,11.88177755,20.96808307,35.36763619,0.189518067,0.155366672,3.274806702,3.242404033,2.744041815,12.1763659
MAPK8IP3,7.401799726,7.758278949,7.745777863,12.30437738,11.96543283,10.62226519,12.20970179,13.22759343,6.764772849
MAPK9,8.25281212,10.34087904,9.287288998,7.550461199,9.8334145,15.1573804,12.00514525,7.88247413,9.690144367
MAPKAP1,17.05358507,21.48789638,25.39296025,1.976507826,1.620338624,1.853509168,1.573574329,2.984412726,16.05721562
MAPKAPK2,13.02670812,12.68144069,12.04213595,6.110307218,6.762466847,7.936589556,7.879024625,6.845852511,16.71547448
MAPKAPK3,8.997996881,7.411206242,7.716662995,9.139184136,11.28776511,13.43847034,14.40235209,9.212333181,8.394029025
MAPKBP1,8.847697243,9.189887042,8.822855506,13.72725691,11.83217946,8.433727204,10.25326392,10.72582377,8.167308939
MAPRE1,10.30357282,9.12661288,8.464863982,7.554364734,11.06038756,13.14218708,10.05538644,6.386828998,13.9057955
MAPRE2,12.62385848,12.48942733,10.64088241,7.092336296,8.110510049,11.57437232,8.869156596,7.939667802,10.65978872
MAPRE3,5.534696105,5.191896631,10.16125973,10.2143902,11.08367865,10.18941676,10.81463129,10.13182565,16.67820497
MAPT,10.5860317,5.939546841,5.950648083,11.22914086,16.51032551,6.410199026,12.29272021,17.4532913,3.62809648
MARCHF5,2.187708645,2.297087735,2.058069116,2.217677429,5.703640039,28.02280616,22.88080009,23.32065889,1.311551896
MARCHF7,2.703901235,2.774841782,2.534703778,22.70810025,17.77583116,8.292229264,11.17285896,18.30936273,3.728170832
MARCKS,22.2999519,21.02613753,14.53271726,6.764088956,15.07313335,2.790738721,2.116113318,2.183583193,3.213535767
MARCKSL1,18.26437061,18.79491597,3.657511896,6.571983322,12.26716121,7.246665552,6.759926818,5.465669246,10.97179537
MARF1,7.682028081,7.151794694,6.751340563,12.56962316,11.28112156,11.08912163,12.27004326,14.21525151,6.989675536
MARK1,10.02087539,11.37507939,14.18411619,5.555924015,5.656498426,9.698683519,8.523897146,7.663454882,17.32147104
MARK2,6.558298117,7.427786624,5.589865979,13.95975765,14.10971,9.745539756,11.03657164,12.66262957,8.909840658
MARK3,7.074659572,6.118949323,5.924050655,9.600834214,12.64630844,16.00570567,13.75052725,13.36707515,5.511889724
MARK4,3.094735113,3.38879268,3.019115626,24.29583399,18.37861771,7.05764593,10.04248184,15.6711469,5.05163022
MARS1,14.60446096,15.00172924,17.22508373,5.382369651,5.871113284,6.076547377,6.223095773,5.246974406,14.36862558
MARVELD1,8.249525492,9.777068642,45.11720828,7.4874241,0.502177014,2.587830852,5.300748314,6.45684155,4.52117576
MAST2,3.921155543,3.712104492,3.589998723,18.66188156,16.61415178,8.596714198,11.9483745,17.776212,5.179407207
MAST3,9.286074582,9.964307659,10.42986545,11.72688396,12.68485084,9.399892263,10.19122892,12.7367317,3.580164633
MAST4,10.72468483,10.11150253,9.256467509,9.689502665,9.847612497,9.713737756,10.2547951,12.10061737,8.301079728
MASTL,7.76137338,7.971412009,8.070513732,13.33965515,11.26266051,14.97071733,8.201094622,11.4480291,6.974544163
MAT2A,10.90609683,12.72018411,9.068150015,9.53092471,9.727798924,9.902033791,9.274697711,9.361603764,9.508510141
MAT2B,13.41092465,12.12988687,13.91630823,9.992151252,9.053305427,7.606246379,7.522788309,8.011540594,8.356848285
MATN2,3.500103085,3.282118329,3.86266407,15.92177807,16.56014448,11.01079177,14.04037296,15.59890756,6.223119676
MATN3,4.47624634,4.132477602,4.120974624,15.78588639,12.13142584,10.95958986,13.57402921,18.30490029,6.514469833
MATR3,12.0987671,11.87618199,10.44936056,12.03857606,14.5432323,8.57347631,6.779677604,7.212287766,6.428440305
